RhesusEnsembl	d5.d0_logFC	GENE_ID	HUMAN_ID	d5.d0_logCPM	d5.d0_LR	d5.d0_PValue	d5.d0_FDR	entrezgene	ENTREZ_ID	description	X912P0	X1007P0	X1005P0	X903P0	X906P0	X806P0	X440P0	X448P0	X465P0	X493P0	d0	X912P1	X1007P1	X1005P1	X465P1	X493P1	X912P2	X1007P2	X465P2	X493P2	X903P3	X906P3	X806P3	X1005P4	X806P4	X440P5	X448P5	X903P6	X906P6	X440P7	X448P7	rowmeans
ENSMMUG00000001050	3.372085509	APOL6	ENSG00000221963	6.81526616	94.13156839	2.95E-22	2.64E-19	693593	80830	"apolipoprotein L, 6 [Source:HGNC Symbol;Acc:HGNC:14870]"	37.39945609	31.60506945	42.00449404	25.34895326	39.15820444	19.5296034	51.98142562	17.52894522	30.97592327	36.08693855	33.846004	29.68710651	26.22368818	16.44952245	23.9366402	23.83486582	19.79449693	23.25175211	27.83555605	22.06439032	91.47475001	148.8331586	248.4999851	222.2867915	271.6755295	197.626829	405.2909799	223.6956431	236.6393459	598.934849	281.794202	115.7149699
ENSMMUG00000011225	4.132936034	AQP9	ENSG00000103569	4.428667675	39.07879469	4.07E-10	8.68E-08	700743	366	Aquaporin-9; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F6WY03]	1.430541883	2.387368315	1.158567689	4.609352459	0.342545836	1.720458438	0	2.130810161	2.416143445	2.069383194	1.894920816	5.405908111	7.36367695	2.199555654	4.480978788	2.005360204	6.755998276	7.02991066	4.032214882	2.131157334	1.618886825	2.659747087	8.77447883	2.77018606	8.837367565	36.88725853	20.06605146	23.98100486	17.31533705	32.01395405	22.53738576	7.904386345
ENSMMUG00000015865	3.314216755	ARG2	ENSG00000081181	4.166340662	16.78059956	4.20E-05	0.003203857	711033	384	"Arginase-2, mitochondrial; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F7C244]"	2.216079379	5.846735813	3.772853664	0	2.004655893	1.887846158	0.273788807	6.780553889	4.837306578	6.543576408	2.994466522	8.57440558	11.82969996	0	8.836248019	9.351983613	9.360235236	11.5531909	7.033851019	8.19681457	1.973769319	3.327395418	7.887483817	5.674114908	7.812761236	38.57900202	20.17591644	16.11180224	44.93465566	126.3212852	54.895397	14.55311362
ENSMMUG00000014232	1.214106542	ATG3	ENSG00000144848	7.535187895	12.76503107	0.00035316	0.019643651	708305	64422	Autophagy-related protein 3  [Source:UniProtKB/TrEMBL;Acc:F7D7B0]	104.672816	133.3587287	117.9973653	87.09379426	76.87855352	102.6673669	58.72769921	133.7405802	86.58778774	110.7134062	103.6700915	144.1387145	169.3020185	142.4290559	105.6074158	93.20810334	121.2936723	107.8814423	81.11618514	117.7994759	86.55636389	98.02281314	129.4798464	228.585772	200.4138315	222.8932355	185.642594	142.7590478	163.8016616	321.7467003	186.535646	135.3883898
ENSMMUG00000001739	1.1981972	ATP2A2	ENSG00000174437	7.183274161	10.79574495	0.001017337	0.047216972	100428807	488	"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 [Source:HGNC Symbol;Acc:HGNC:812]"	40.54604494	35.30962717	20.6727593	24.61238049	43.0780505	35.8531352	79.70831805	41.17048405	46.19950269	44.25827664	40.8582645	46.20382508	44.59430729	26.97721683	39.52064184	37.56294511	61.85003822	40.83254591	39.45491245	35.10388166	32.24139025	43.01566561	71.55075641	45.9570884	83.27831275	85.28488928	76.15429864	66.60619048	47.80010146	17.64571151	48.56835525	46.72038845
ENSMMUG00000020740	2.08610957	ATP6V1A	ENSG00000114573	5.358247524	14.28205471	0.000157358	0.010042105	709958	523	Uncharacterized protein; V-type proton ATPase catalytic subunit A  [Source:UniProtKB/TrEMBL;Acc:F7HT50]	12.72804647	18.53256099	4.778723832	5.537915222	9.881634418	22.80349808	3.793466498	17.77611712	26.76956067	21.33887143	15.2520818	14.10185596	32.19577997	19.87745692	23.39236539	23.64809394	26.81595315	31.53440218	20.31365013	17.81498595	13.0426336	18.33282751	32.69842192	8.639274971	29.7304428	54.18253218	51.63431055	42.47814961	48.38243617	86.32061664	51.36320895	26.34799311
ENSMMUG00000020000	1.411041077	ATP6V1B2	ENSG00000147416	7.046440671	12.40187239	0.000428904	0.022877524	705605	526	"Uncharacterized protein; V-type proton ATPase subunit B, brain isoform  [Source:UniProtKB/TrEMBL;Acc:F7GLJ4]"	35.30057759	41.86456123	12.1268166	44.07252724	23.3724653	29.23873247	62.04552176	43.02427945	36.50644237	41.7013157	39.10387904	43.92030946	58.23438664	35.77647886	44.90161457	47.00330302	52.66783125	56.36215214	50.94900885	38.95430194	37.45616056	49.95297232	88.80861716	46.65584913	68.84233069	99.13891749	69.61514903	68.40192408	65.52140906	122.0890705	111.2797061	54.19282442
ENSMMUG00000001078	1.295649403	ATP6V1C1	ENSG00000155097	5.866969004	12.27103312	0.000460044	0.024356748	693840	528	Uncharacterized protein; V-type proton ATPase subunit C 1  [Source:UniProtKB/TrEMBL;Acc:F6QMH5]	25.52969794	19.55827374	12.71126827	18.19585665	28.66044739	21.06569793	28.25964324	31.52558702	19.54954771	20.88796914	20.97683354	26.46273748	18.26823784	18.36264339	20.27662384	20.29123723	26.1117527	23.97547348	13.92526322	22.92600062	17.25250863	29.00050361	25.24056257	34.788523	36.88752173	45.34820439	50.32952357	49.77599141	59.2970312	115.4842046	47.17146224	30.90399986
ENSMMUG00000003364	2.748516845	BCL2A1	ENSG00000140379	5.060338913	16.35024849	5.26E-05	0.00387949	712571	597	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F7E8V5]	20.23139409	16.17484128	42.92989422	6.952818809	7.625513435	17.5539973	0	22.76860353	25.66653018	11.49201945	16.86441929	21.59416963	12.21401773	5.341631375	27.17891058	15.99668526	54.53799682	23.15267094	23.93661853	10.82532644	10.41112655	9.725217247	41.16302607	65.14662877	65.40964727	75.36029702	129.9034402	66.23373325	165.8134676	697.554746	198.1116661	63.03355452
ENSMMUG00000009198	1.365268338	BCL6	ENSG00000113916	6.911485477	13.56703178	0.000230193	0.013858668	708736	604	B-cell lymphoma 6 protein isoform 1; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F7HM62]	29.43623872	32.44444317	29.3239003	14.21110339	19.19785346	16.58272014	14.92238055	34.98458438	29.75138649	30.83367583	29.38006951	35.11838698	45.18513552	18.65269815	22.79046323	19.04589941	39.8119862	36.51196356	27.18341081	24.74248332	22.12429514	20.61762133	32.13712806	24.20584465	25.06492938	46.68562136	67.0277745	45.56415998	72.47152393	178.2077197	55.70716297	37.01814982
ENSMMUG00000005829	1.696093143	BST2	ENSG00000130303	5.699739259	10.87485606	0.000974786	0.045687103	719092	684	"Macaca mulatta bone marrow stromal cell antigen 2 (BST2), mRNA. [Source:RefSeq mRNA;Acc:NM_001161666]"	29.68021225	51.47388837	28.616922	89.29469017	44.4034416	32.09141613	8.46204406	45.4465257	25.68463513	35.82025809	33.95583711	29.54718396	49.4026104	37.97626977	28.19134354	29.84894498	20.67520773	40.93318543	26.18109652	36.4280524	54.76774219	40.67136796	66.24091044	185.0067438	76.40898618	98.84468954	125.7119348	72.51151042	65.27485025	158.8380898	142.9750999	59.24699512
ENSMMUG00000032156	3.106780267	C3AR1	ENSG00000171860	4.76467427	33.08803306	8.81E-09	1.59E-06	716086	719	complement component 3a receptor 1 [Source:HGNC Symbol;Acc:HGNC:1319]	7.223167151	5.613169386	1.53984485	4.280850168	7.350801747	6.460977846	16.06314381	12.07159631	6.112700948	5.615407896	6.286839397	13.01014525	9.171329146	0.085819955	8.027167	9.252239575	38.48537422	11.73792415	11.98088332	4.865634626	6.484840196	6.485199362	50.93522435	10.82837538	36.02427587	41.71922517	65.352556	50.622058	60.05259171	181.2216876	73.98052326	25.42182447
ENSMMUG00000009852	1.552967369	CARD16	ENSG00000204397	7.233576052	13.83994394	0.000199059	0.012265304	706568	114769	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F6YZT4]	79.06823738	82.72249757	51.29569944	14.37354364	41.56676168	59.42235824	84.08158327	93.03152819	72.15077355	82.86495192	75.60950547	91.46390395	104.4140449	57.70995253	96.16285019	69.46801499	109.5271759	99.64421366	76.8020907	72.74043217	57.8130431	73.13417884	120.2907388	74.49867812	156.8184641	142.9834163	194.1782482	121.5376393	86.38662396	247.4720014	178.6942598	96.41059686
ENSMMUG00000009850	1.441279198	CASP4	ENSG00000196954	6.778624657	17.45251103	2.95E-05	0.002358571	704864	837	Caspase  [Source:UniProtKB/TrEMBL;Acc:F7A0F5]	82.60429668	98.5117077	64.05511295	47.52669989	43.47470912	54.83017159	82.39107225	77.89961319	63.70059975	58.18090792	63.87785635	121.2064354	116.9228426	89.72192908	77.24303091	56.58978082	121.4084912	127.4124261	85.69884565	54.53503566	72.52837995	79.83470355	118.6787464	129.0491118	181.1973733	140.8704704	178.8142917	166.9768596	159.5898325	315.9824225	217.5246348	109.4986845
ENSMMUG00000009851	4.214322229	CASP5	ENSG00000137757	3.317904327	20.98877938	4.62E-06	0.000495959	704964	838	"caspase 5, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:1506]"	3.020814606	2.359914954	0	0	2.869246722	1.544033116	0.89570643	1.657331091	1.826003145	4.952472527	1.741667118	2.176399133	3.801004589	0	3.263805346	3.59943896	6.98186765	3.226533204	1.48460688	4.416764283	4.520062455	3.505548702	5.605715262	9.077510226	9.179866924	36.89143206	24.30759081	35.54466306	45.62505598	245.8102328	61.34563314	17.6496418
ENSMMUG00000007506	2.046438309	CCR1	ENSG00000163823	6.171626564	16.25346888	5.54E-05	0.003989498	574188	1230	"Macaca mulatta chemokine (C-C motif) receptor 1 (CCR1), mRNA. [Source:RefSeq mRNA;Acc:NM_001032858]"	21.96963002	23.05593159	21.04721583	6.816975587	10.5351065	8.083968498	18.67304393	39.90277013	31.28811063	44.43712008	21.50842293	26.10444123	51.90605467	17.97114495	32.09000752	47.28454471	59.11667888	72.66139699	34.97775926	41.41386513	19.17813193	32.40440764	50.71980659	30.93341185	30.43087801	111.0557796	47.51989406	57.93392722	72.43960999	143.8774843	117.8091737	44.1212757
ENSMMUG00000005150	2.957021198	CD163	ENSG00000177575	8.987809216	31.03347905	2.54E-08	4.32E-06	NA	9332	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F7DAU3]	55.67806171	71.75002516	12.66565367	40.41556209	29.21937833	17.43556233	138.4873568	87.31823002	80.0354361	120.3473501	63.71404344	116.1651269	181.4698166	63.38631773	85.11474876	99.39886089	221.3599195	125.8071046	77.94304511	115.84052	41.19263215	49.64717778	112.1445801	177.5760521	87.79547368	559.1336833	301.9321685	199.0420014	80.88672259	110.4755695	625.2113021	136.1625147
ENSMMUG00000021062	3.584625654	CD177	ENSG00000204936	5.340149799	22.92157449	1.69E-06	0.000207952	711291	57126	CD177 molecule [Source:HGNC Symbol;Acc:HGNC:30072]	0.1202552	20.91524283	7.316990559	2.375663761	2.937123118	9.680927359	0.802283762	6.090135617	7.269111219	11.73374225	6.679623418	0.216599947	23.93507262	0.214316566	14.89536134	8.060038798	0.146284329	23.12003229	14.18412347	18.36757634	4.49846387	2.64414153	11.84858257	9.135641543	14.2414149	44.99117762	104.67223	60.25798111	708.6997815	2028.16535	315.5264	115.9020682
ENSMMUG00000012235	2.206995553	CD274	ENSG00000120217	5.271352356	28.31227596	1.03E-07	1.64E-05	716043	29126	"Macaca mulatta CD274 molecule (CD274), mRNA. [Source:RefSeq mRNA;Acc:NM_001083889]"	9.661362271	16.3130415	21.24337607	18.20442344	9.026171979	13.55988111	16.55424097	15.64106217	19.86570956	15.95658025	16.13481088	16.73610629	12.22908437	23.33408821	21.08481393	19.10795917	16.95450609	23.01905776	16.92993106	17.65747214	9.818131691	20.8223635	40.7976134	42.59385811	37.93820003	50.10814928	77.24473946	39.6816067	53.3295164	214.5458508	72.95135515	32.7636751
ENSMMUG00000011711	1.86867092	CD55	ENSG00000196352	6.493332595	24.24807396	8.47E-07	0.000109069	714370	1604	"CD55 molecule, decay accelerating factor for complement (Cromer blood group) [Source:HGNC Symbol;Acc:HGNC:2665]"	36.89904619	43.66269829	96.04069359	37.75732269	66.36931293	57.29352277	47.23074222	80.66892136	48.95320131	44.58774947	48.09197177	59.2485533	55.39825543	35.17437568	29.05600859	66.46159838	84.81330608	89.1186518	41.11863571	53.60320452	33.47587029	65.54689477	39.81013543	41.72168543	54.93444173	116.324476	244.2016952	156.6283139	238.5528306	608.254273	193.2051104	95.5370509
ENSMMUG00000013232	1.433449046	CD63	ENSG00000135404	6.252222555	16.24904433	5.55E-05	0.003989498	709828	967	CD63 antigen isoform A; Melanoma-associated antigen ME491; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F6XET9]	40.74246177	51.50193127	37.23653881	52.45897523	30.49712838	34.85133849	46.42548704	49.34532384	30.02142933	40.19999175	40.47122676	47.40650832	68.60699695	32.3046504	42.87636721	44.38394698	53.14509666	55.68074443	40.95665652	37.31914742	45.34451581	47.2750471	62.11207635	45.10570751	43.33689426	120.1699841	72.52711675	78.12830334	104.0679414	202.4612789	205.6318995	62.0707162
ENSMMUG00000007906	1.531005045	CDC42EP3	ENSG00000163171	6.059408019	13.84801414	0.000198206	0.012265304	712377	10602	Cdc42 effector protein 3; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F6PS82]	27.70245355	25.87871755	9.177479112	22.28286252	12.30528575	21.10102231	11.23752755	22.79218007	20.31812303	15.81975311	20.70957267	42.52876215	43.04250624	22.94321376	25.07000969	17.20325327	45.6083989	39.55067714	29.60182769	15.62016118	19.67443887	17.03007933	29.46333948	27.2833766	22.21952953	57.29099664	37.01349826	52.67411906	54.5779159	81.85766056	50.45961711	30.64429286
ENSMMUG00000004874	2.570321476	CEBPB	ENSG00000172216	5.204460246	14.74961434	0.000122773	0.008013858	713191	1051	"CCAAT/enhancer binding protein (C/EBP), beta [Source:HGNC Symbol;Acc:HGNC:1834]"	68.66371192	74.90661449	30.16756233	20.22099842	9.767754285	25.00130911	2.462852884	37.62472384	8.92589499	19.03510416	22.61115377	78.46045472	93.42847256	18.64077144	8.974226535	10.9967685	129.1059093	57.8775568	8.164211433	28.52976319	32.35344364	21.47621036	104.2252301	129.5661322	119.2768141	151.1616797	162.2917111	113.7850192	169.5706581	546.6129267	361.8004115	88.10249659
ENSMMUG00000012310	1.432610179	CFLAR	ENSG00000003402	8.884472339	18.98402681	1.32E-05	0.00122359	574234	8837	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F7BBS4]	92.30016525	96.34854107	138.4671546	125.4068664	120.6112912	121.9851311	191.0088599	120.9695118	151.5568034	133.0373393	123.6959988	125.7230171	92.46632567	77.82269797	100.3926809	122.2274077	147.0554119	83.91162477	118.1082737	108.1293088	102.9192514	112.3164246	177.5030838	126.5393348	203.5634397	232.9988934	376.8361121	206.945434	240.4181985	580.7369399	235.3991064	162.1234877
ENSMMUG00000020149	1.839452651	CHMP5	ENSG00000086065	7.118339494	25.79268184	3.80E-07	5.43E-05	703191	51510	Charged multivesicular body protein 5 isoform 1; Chromatin-modifying protein 5; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F6TSB3]	47.61687961	57.91213121	48.22531169	47.15389682	50.42076277	51.1790489	133.2723782	80.19492437	42.14355877	50.24713944	50.33395111	60.205452	53.06826074	31.10722193	54.60676136	41.31599915	61.62267491	48.72065138	34.71988554	41.44115012	44.70924494	50.07984576	83.43379054	89.1765251	149.3552495	151.5332774	226.9373644	148.533133	161.8057031	305.4723196	180.9634738	87.5724672
ENSMMUG00000010497	1.578128657	CISH	ENSG00000114737	5.941600043	14.01301367	0.00018155	0.011382692	701456	1154	Cytokine-inducible SH2-containing protein isoform 2; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F7BFK3]	18.52604859	29.69246439	9.689476289	14.2279061	19.10147818	23.3616233	40.92786033	37.96098085	20.44464844	22.43131651	21.43798248	22.09934385	25.72273938	24.90739315	20.74053457	23.05492349	29.50436185	22.87485493	24.48411287	25.39418182	29.30988108	28.0832128	48.41239566	62.22195746	30.120886	56.78958243	65.06420122	38.6166643	99.91258972	142.4438815	93.98336531	38.33682888
ENSMMUG00000006438	2.640245402	CKAP4	ENSG00000136026	5.260872552	30.47996353	3.37E-08	5.67E-06	702779	10970	cytoskeleton-associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991]	10.14749337	13.24846593	15.74448261	3.550158418	3.486971871	10.77756304	17.29111286	11.67963305	12.54660016	11.7088338	11.69423343	17.0905102	21.36843691	11.35185083	12.05198389	16.09543272	22.60378159	16.43878966	15.78701683	17.20402948	11.26809151	12.49620069	25.21236692	22.22573906	22.79199896	65.3235325	53.66858434	49.2431139	92.19901081	235.6804544	166.975094	33.90857781
ENSMMUG00000015968	7.1194035	CMPK2	ENSG00000134326	5.341839379	87.5444425	8.24E-21	6.54E-18	708602	129607	"cytidine monophosphate (UMP-CMP) kinase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:27015]"	1.791933238	0.36839227	0	0	0.173675905	0.327111891	0.569280972	0.324105867	1.031596773	1.286126537	0.347752081	1.17832093	1.244498425	0	0.592675782	1.016747869	0.570898837	1.074163782	0.471783176	1.002552598	3.55680016	5.081424507	37.47542668	11.14977653	37.90463466	49.65237989	94.70417547	57.23052309	71.36817666	148.0514795	62.03117013	19.70766107
ENSMMUG00000008938	1.607859466	CNDP2	ENSG00000133313	7.332161039	16.39562612	5.14E-05	0.003807337	695080	55748	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F7EVX6]	103.1504079	85.15041783	24.2451066	76.23770287	61.36888525	100.1744782	132.3401868	96.64197055	56.35635713	64.95833166	80.69406035	115.0953433	93.39521113	71.27053369	57.31596215	58.3815068	142.4649051	65.92338626	62.58784961	65.75467601	76.49383984	74.80188853	147.6636609	101.3483322	190.6295653	219.7034618	201.9768343	248.8028014	121.1167934	50.88283991	304.2863725	109.0173203
ENSMMUG00000002853	2.898475257	CORO2A	ENSG00000106789	4.112936706	11.02287244	0.000899945	0.043499828	715369	7464	Coronin  [Source:UniProtKB/TrEMBL;Acc:F7HHZ4]	0.593067454	4.242990103	7.322459025	0	2.655607052	3.789192273	14.50773652	3.829458569	1.075481131	2.258254565	3.222399663	2.634929726	3.561599087	0	0.137308521	1.943334345	2.74145819	2.307588141	4.153424807	3.530458098	1.26772897	5.759430576	8.804425857	10.75303465	9.9654138	25.97177132	25.49072538	14.19503981	26.47783477	37.26269959	41.36784786	8.953343339
ENSMMUG00000019926	1.457288649	CPEB4	ENSG00000113742	6.741921413	13.4975701	0.000238873	0.014168811	704141	80315	cytoplasmic polyadenylation element binding protein 4 [Source:HGNC Symbol;Acc:HGNC:21747]	11.86972769	8.216630011	20.28415537	4.963396546	9.952039147	13.80919413	8.273478266	13.48042338	14.99240955	16.58347453	12.67507554	13.57218757	9.028077896	5.114849326	14.51986609	18.5235328	12.95192627	14.15131067	13.7130452	13.70996275	9.997518189	8.358777649	13.35373185	14.1405432	12.3982706	28.43671307	30.07572104	39.32209004	31.15160411	51.0343375	23.88041781	16.66198041
ENSMMUG00000020184	-2.546746569	CPVL	ENSG00000106066	7.288999909	16.76529718	4.23E-05	0.003203857	697111	54504	"carboxypeptidase, vitellogenic-like [Source:HGNC Symbol;Acc:HGNC:14399]"	39.96115551	75.68373429	33.53491645	81.2210386	92.39420767	43.8307102	113.0349004	155.7958854	94.26107503	141.1703338	86.80762314	76.05480276	147.1359727	26.63110216	93.96062312	127.9752132	128.8941241	149.7602154	88.46018697	155.2907271	74.53090107	108.9504378	49.31714404	32.68000503	45.43003477	18.10260239	6.887458795	22.51453799	5.223485646	0.978809818	10.32845867	74.66649336
