RhesusEnsembl	d6.d0_logFC	GENE_ID	HUMAN_ID	d6.d0_logCPM	d6.d0_LR	d6.d0_PValue	d6.d0_FDR	entrezgene	ENTREZ_ID	description	X912P0	X1007P0	X1005P0	X903P0	X906P0	X806P0	X440P0	X448P0	X465P0	X493P0	d0	X912P1	X1007P1	X1005P1	X465P1	X493P1	X912P2	X1007P2	X465P2	X493P2	X903P3	X906P3	X806P3	X1005P4	X806P4	X440P5	X448P5	X903P6	X906P6	X440P6	X448P6	Rowmeans
ENSMMUG00000011641	-2.720417235	ADAM23	ENSG00000114948	6.353570768	25.29454178	4.92E-07	2.02E-05	NA	8745	ADAM metallopeptidase domain 23 [Source:HGNC Symbol;Acc:HGNC:202]	18.49688349	27.56444327	12.21822216	61.80089101	39.94069903	68.86788952	97.51066046	24.78571785	82.43771102	16.31187998	33.75257115	16.85531017	17.076981	16.78917875	67.06267909	16.92148443	19.30247408	11.17483099	68.35150704	14.46360221	32.11253869	23.74165597	25.80360534	20.44771188	26.43481555	20.23513517	15.66337148	8.003044959	5.542360537	4.397435013	4.559600251	29.49581068
ENSMMUG00000001742	-2.670319731	TGFBR3	ENSG00000069702	6.625833917	43.82386325	3.59E-11	3.16E-09	705053	7049	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F7GLX3]	36.75396879	49.65382589	20.01567513	29.4675919	39.56620035	48.24323273	30.85906571	27.10507413	44.86813141	25.33817808	33.80651725	29.15957303	28.09966244	25.17602914	31.62071992	28.6746672	27.37306038	23.39106299	35.36583821	15.97723896	22.84785056	29.34880188	36.86938159	21.97001297	48.88418343	8.055673858	11.6542548	5.973620411	8.392735435	2.927480503	1.747676358	26.51268227
ENSMMUG00000002413	-2.548241755	PLVAP	ENSG00000130300	5.728315868	9.385771867	0.00218676	0.02793853	NA	83483	plasmalemma vesicle associated protein [Source:HGNC Symbol;Acc:HGNC:13635]	59.26635215	113.0987723	11.22067818	24.57715324	5.784963286	2.017732588	14.04604111	47.91393115	17.97610943	7.933246984	16.01107527	71.92424139	95.36886632	29.89223043	17.4260614	6.271631708	60.76170579	63.36666285	20.56479249	9.317333122	21.71448025	4.098815058	2.139514851	34.28109629	4.46916931	3.584517163	49.17119318	11.32915562	1.312789673	1.820391431	4.027667814	27.22257655
ENSMMUG00000020953	-2.504394508	MICAL2	ENSG00000133816	6.780359589	38.12355991	6.64E-10	4.49E-08	701439	9645	"microtubule associated monooxygenase, calponin and LIM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24693]"	28.95169289	32.3865705	51.69330756	36.41761799	22.5447726	31.15393374	72.7250613	29.68042485	30.28939354	30.49849589	30.82621482	36.91099293	30.4693043	45.85254142	37.58548679	39.28079616	41.49195875	23.80952093	33.15920075	26.54841612	28.87621503	18.55088601	35.29397239	30.4832582	32.08385193	18.44054045	9.891893984	10.49537781	5.457190661	1.942489074	4.743404902	29.25695231
ENSMMUG00000012029	-2.438110372	SULF2	ENSG00000196562	4.949733032	21.91158148	2.86E-06	9.77E-05	715937	55959	sulfatase 2 [Source:HGNC Symbol;Acc:HGNC:20392]	9.863228055	3.674597269	11.18481735	8.676979768	4.993280568	3.966587922	11.46813921	13.97734066	4.539641489	13.14644746	9.270103912	8.116145767	4.810760883	6.216268393	3.53546127	9.918026018	9.135620412	2.406453248	3.321804075	10.74525654	5.511659766	5.802470817	7.056692663	4.133180577	9.330229016	2.136445477	4.176146894	1.293188491	0.957380935	1.082250617	1.915608215	6.236403661
ENSMMUG00000015299	-2.427741967	KLRF1	ENSG00000150045	5.438137123	22.34457789	2.28E-06	8.01E-05	574389	51348	"Macaca mulatta killer cell lectin-like receptor subfamily F, member 1 (KLRF1), mRNA. [Source:RefSeq mRNA;Acc:NM_001032961]"	34.67027702	46.00934189	52.59554397	52.64561847	32.1114095	35.34257601	87.92982928	31.31872964	62.10652384	43.41813824	44.71374007	54.49497424	28.74144877	44.20091857	69.67214624	44.09624927	39.0944576	26.97105715	43.79412001	22.78281827	60.37089783	33.19096232	36.91919926	32.84925085	46.30760732	32.07040489	16.43765089	20.291325	6.720312929	1.824460227	2.866274656	38.06148414
ENSMMUG00000014052	-2.421412835	CA5B	ENSG00000169239	5.220235295	10.33106542	0.001308097	0.018652822	713128	11238	"Carbonic anhydrase 5B, mitochondrial; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F7AGE1]"	16.75903191	21.93931509	9.508028666	22.6220302	25.30766696	42.00136069	0	29.22659466	33.00548026	23.07262871	22.84732946	16.6833622	14.19226004	8.992405608	19.40047343	20.61332036	18.41362116	20.78747792	27.69814561	17.05086009	15.94735432	13.96709004	18.82223203	3.285582727	21.69536549	3.8215087	9.867432634	3.816706932	8.494799413	0.545342078	2.386651363	16.33080431
ENSMMUG00000013679	-2.414911031	ACOT11	ENSG00000162390	5.285859353	28.26394345	1.06E-07	5.03E-06	NA	26027	acyl-CoA thioesterase 11 [Source:HGNC Symbol;Acc:HGNC:18156]	27.44869709	43.65451409	13.2427245	44.04094193	24.3888319	26.88468811	49.26693167	27.34326138	29.89931992	19.89553313	27.39597924	26.35113268	24.02671879	21.76917043	30.16202636	24.69580705	24.15262348	19.13427644	28.50343175	14.11495041	23.52907872	21.82836512	31.15040494	5.998164344	18.2442716	15.07415583	16.9543516	7.197712343	3.12768756	4.015773767	4.715891869	22.36038129
ENSMMUG00000021499	-2.388670628	SAMD3	ENSG00000164483	4.451012218	12.9809468	0.000314677	0.005835064	710869	154075	sterile alpha motif domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21574]	10.20026288	27.68050306	1.755460791	14.8841198	10.12099068	36.16986591	10.49121976	11.21939115	24.85584575	7.687100118	10.85530546	17.14757146	15.64228932	7.195742358	22.87791678	9.875190326	7.134657795	8.608920129	14.80405163	5.093366538	9.811743837	8.702564301	15.60482195	14.07737882	26.78074385	8.188633173	6.381099923	3.732398633	2.014090906	2.480497994	1.501038593	12.09064927
ENSMMUG00000004313	-2.373613863	PLCB1	ENSG00000182621	6.13401755	33.75630579	6.25E-09	3.53E-07	718387	23236	"phospholipase C, beta 1 (phosphoinositide-specific) [Source:HGNC Symbol;Acc:HGNC:15917]"	9.530766561	11.79881666	7.714269338	12.49632246	6.817537339	15.0909786	13.43877497	19.71779739	18.9427415	20.24374026	12.96754872	10.98823264	14.6348609	8.390207098	14.59066261	17.07566349	16.69743732	12.68525121	16.10118854	14.6328659	6.163502108	6.501299407	6.758964229	3.987470876	8.117230802	5.209434301	9.488133213	3.656887408	2.45464649	0.94548814	2.08345009	10.56515406
ENSMMUG00000000537	-2.345386531	CTSK	ENSG00000143387	4.974864224	9.513524954	0.00203963	0.026265401	574112	1513	"Macaca mulatta cathepsin K (CTSK), mRNA. [Source:RefSeq mRNA;Acc:NM_001032812]"	24.49885552	27.53863997	11.87509117	0	18.76583671	13.12804334	42.76501126	33.51907438	33.63853042	29.36072261	26.01874775	26.57084435	44.86072197	15.02327799	42.99771343	38.45118046	51.59203547	50.64626456	38.11107235	29.50613076	14.07748845	14.05815633	14.14154297	12.20753193	6.357114124	5.847548703	4.911571163	5.216490386	6.241828016	1.043948984	3.682705136	22.02116576
ENSMMUG00000008710	-2.344072225	PCDH1	ENSG00000156453	5.483181473	21.01540169	4.56E-06	0.000150319	NA	5097	protocadherin 1 [Source:HGNC Symbol;Acc:HGNC:8655]	15.61288673	25.98084755	2.791091802	10.93367592	13.5903937	9.410655925	7.096959522	12.55655681	14.46798859	9.191696154	11.74511637	12.52789903	12.29934093	9.799998039	10.40089181	8.555840982	8.809313136	5.955760756	13.7536618	6.537600642	19.52051882	12.8644645	19.0895826	8.727847154	15.97316098	6.306321733	6.26330316	3.085792196	3.081819017	0.884402245	1.372745991	10.24810061
ENSMMUG00000005068	-2.31967784	GFI1	ENSG00000162676	4.63022756	16.11933082	5.95E-05	0.001415749	706481	2672	Uncharacterized protein; Zinc finger protein Gfi-1  [Source:UniProtKB/TrEMBL;Acc:F7C4S3]	8.563050674	17.42819425	3.384749893	3.22950701	10.98009516	20.24290278	23.23224759	9.377946028	13.32855892	11.0045198	10.99230748	4.884108969	8.815615903	11.75089962	14.17515942	9.310481205	5.364505335	6.565663282	11.67828038	6.595422972	14.73488387	9.100308056	14.49055299	9.237448798	15.9576145	5.794713079	5.629985919	2.580383675	3.381630983	1.110592555	1.134100437	9.435470802
ENSMMUG00000008163	-2.308748522	FGFBP2	ENSG00000137441	3.792042055	8.701353811	0.003179738	0.037601174	714554	83888	fibroblast growth factor binding protein 2 [Source:HGNC Symbol;Acc:HGNC:29451]	8.186173008	22.13718324	2.050912137	21.48718832	13.67109593	11.53339893	56.48128448	8.238366587	13.95681898	12.1553296	12.91321277	11.09001694	10.0843344	38.15648503	14.33612317	17.19490398	5.234366301	17.53535092	15.0868851	4.548691956	18.39596148	18.84568719	17.3426552	16.37121678	16.04042321	8.68542982	3.913577195	6.867325547	3.577455688	1.058688244	0.308884991	13.81907381
ENSMMUG00000009447	-2.297433723	CALCRL	ENSG00000064989	3.177625596	8.049658969	0.004551222	0.049638827	708187	10203	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F6X1C0]	5.386190472	7.197534363	6.458825243	13.86491881	4.385092301	7.112048233	0	12.50219445	16.27905387	10.96677026	7.154791298	4.742926064	8.933699614	0	13.50943573	15.77731941	20.42048261	16.02619212	13.23546208	6.937680421	3.262133283	3.700944406	8.329279258	3.637176451	6.499034938	1.547726501	2.46656452	2.627829001	1.492672538	0.388092675	1.585229688	7.309083644
ENSMMUG00000018307	-2.289108487	KLRC4	ENSG00000183542	3.505841794	8.051374645	0.004546914	0.049638827	NA	8302	"killer cell lectin-like receptor subfamily C, member 4 [Source:HGNC Symbol;Acc:HGNC:6377]"	11.29130365	36.50784416	26.74550961	17.82036388	10.44620265	7.870008457	0	33.78997397	13.44376624	36.10017903	15.63206506	8.422620428	17.31908957	29.27003634	13.07096005	29.04863678	7.491979677	29.75904766	10.08948023	10.54154524	14.99361418	8.93397222	3.628265508	8.83780164	0	11.50346089	15.78090832	3.240489059	3.271388161	3.944608156	2.517564729	14.18935402
ENSMMUG00000003377	-2.260007185	PDZD4	ENSG00000067840	4.953244192	14.38702487	0.000148824	0.00309419	697387	57595	PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:21167]	24.5487179	33.19613961	5.993137923	4.381384269	4.655123839	10.13161853	13.90239676	12.93423804	10.59932548	8.104109672	10.36547201	25.90732662	18.90225797	15.53451455	7.766386791	6.699551174	22.07210935	16.05336411	7.446762058	8.678637636	12.22240105	6.670308277	17.78543688	5.83033914	14.85466401	4.271890052	7.406484701	4.266522374	2.313502101	1.043711054	1.795037064	11.1989133
ENSMMUG00000018265	-2.240065867	PRR5L	ENSG00000135362	5.027818782	21.29684679	3.93E-06	0.000131872	716934	79899	proline rich 5 like [Source:HGNC Symbol;Acc:HGNC:25878]	11.45822787	10.11678908	14.91856709	3.736554936	10.67874331	12.09862604	5.900915736	8.246140247	19.77611802	11.67296674	11.06848559	9.124259329	7.812386138	5.947063345	18.22081344	13.20389136	11.00396123	8.005659834	16.56032236	6.329684007	14.30899578	8.149396809	12.28350907	9.437701997	13.3135601	5.978544422	4.083353102	3.478775348	1.93031717	0.955961217	1.597411671	9.344307226
ENSMMUG00000012203	-2.238223264	AHR	ENSG00000106546	6.596710233	31.33474395	2.17E-08	1.15E-06	714254	196	aryl hydrocarbon receptor [Source:HGNC Symbol;Acc:HGNC:348]	34.78166747	37.60061325	27.90097861	56.06085098	45.93560294	50.31274282	63.2260823	67.477388	74.70821757	72.46688262	53.1867969	54.08346989	62.78055027	21.53301945	55.75845356	46.42071627	85.74931799	64.51363361	83.00800767	51.40052723	32.05760722	40.50312897	36.56297137	51.70834262	21.2634026	37.10052709	24.16044524	7.73884156	13.84933352	2.956673914	14.52119203	44.60470629
ENSMMUG00000018562	-2.18401591	PER3	ENSG00000049246	3.874692752	17.68276318	2.61E-05	0.000692286	722059	8863		10.75165572	15.34059422	11.04689706	9.078195331	17.63726933	11.27809589	16.41577008	8.330048128	18.67276919	12.22079185	11.74944387	10.59806203	7.57192207	11.05832013	13.18931667	15.53583702	12.39561875	8.447606345	20.70223578	8.421485912	15.95055586	13.59915331	9.642666049	7.639630023	7.888539997	5.602596375	4.409228133	1.934266496	3.668912298	1.271882437	2.833754917	10.43778925
ENSMMUG00000020171	-2.127022889	GZMK	ENSG00000113088	5.099176026	18.84754451	1.42E-05	0.000406677	705477	3003	Granzyme K; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F6TIY3]	26.77202967	26.13152667	36.18758192	20.69555507	38.85387604	45.51425465	32.09800419	79.43379912	61.91752419	70.91567637	37.52072898	31.16890505	13.18166567	54.35088626	79.23082681	105.0622844	29.87650938	24.51018415	69.93421846	37.98880193	37.57099805	19.72853246	25.40610461	25.93881101	20.07909648	16.55660059	18.96118788	11.6251664	9.580600842	8.554750977	3.083233819	36.03030644
ENSMMUG00000022301	-2.125137855	AHNAK	ENSG00000124942	12.90922439	17.34788565	3.11E-05	0.000806586	719658	79026	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F6S2X3]	520.1624699	446.5778555	289.3688504	851.27702	453.3296925	651.0890809	1693.115105	523.001731	677.6984009	559.4662878	541.2340094	674.3421555	473.7960842	583.1227303	476.440885	512.5226658	563.1330196	306.0154621	494.4609355	409.7406038	530.2717598	404.6389003	567.1095882	625.5112322	561.3524384	385.3797189	219.8320342	208.5669238	151.4628638	28.11481774	148.785022	499.6562112
ENSMMUG00000022160	-2.124715218	DBP	ENSG00000105516	3.961009725	12.74554338	0.000356858	0.006489148	718136	1628	D site-binding protein; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F6XJ34]	10.0471406	10.44368274	10.62909764	13.48225513	9.190719363	3.750579437	20.58586917	6.931980292	5.288489233	6.358261563	9.618929982	6.642197343	8.32901845	5.767419573	4.181824974	4.876084518	8.033453382	8.784897033	4.161032741	7.044375481	12.78941459	7.808525189	7.132572292	6.918019316	4.035950773	2.140961809	1.550902517	2.429854167	2.95642671	0.406701914	1.993490698	6.823039955
ENSMMUG00000017788	-2.109305126	HOPX	ENSG00000171476	4.858532619	8.89855342	0.002853967	0.034565596	694219	84525	HOP homeobox [Source:HGNC Symbol;Acc:HGNC:24961]	14.32931039	27.80374217	53.48659408	27.03555672	12.78017884	30.86022509	0	27.11128059	20.92431224	30.39763586	27.07341866	9.086494386	18.92338173	30.70230193	38.20784513	40.76664377	7.246544207	14.92435572	41.8382066	15.97390152	28.22093893	13.20164072	26.67621583	20.30385752	29.71588954	14.2263312	12.95546865	8.317144772	4.952689456	4.06029012	2.132349001	20.90537756
ENSMMUG00000016821	-2.063516657	ADAMTS10	ENSG00000142303	4.60602073	8.847273214	0.002935271	0.035372265	708107	81794	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F6TYE1]	10.17482005	11.26535419	10.45340883	12.05372255	7.110997814	4.777723703	0	7.372340096	7.039627814	7.925630495	7.648985296	7.948874232	5.626590727	7.027592656	8.230761896	5.386310858	10.84864706	6.172720471	7.003723665	6.929448442	5.437372278	5.334722641	4.197667341	3.228463753	3.341810966	1.505903959	1.443556819	2.005349032	3.108512185	0.485808459	1.172580035	5.820334767
ENSMMUG00000008511	-2.050616425	SH2D1B	ENSG00000198574	3.969267797	10.27567395	0.001347956	0.019126435	720097	117157	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F6WS33]	9.059334292	17.92041734	9.02834858	9.325426722	3.372956442	3.247003944	16.21545918	10.56069481	3.005193187	9.640569415	9.192380507	4.643160527	9.193842657	6.891319012	5.115708911	9.544016473	3.830198057	9.229551188	7.126382709	4.730623706	8.97404727	3.188324949	2.147794773	3.133389522	5.085375871	6.238174217	7.046927147	2.853588953	1.60740225	2.069710103	0.650313723	6.489175198
ENSMMUG00000003354	-2.037517052	GDF7	ENSG00000143869	4.837751469	14.77924774	0.000120858	0.00258255	702462	151449	growth differentiation factor 7 [Source:HGNC Symbol;Acc:HGNC:4222]	13.40700885	11.42596098	26.79492046	33.16196575	16.12462443	19.46801942	39.30158774	10.64759219	10.8669753	11.02228484	14.76581664	7.976253245	6.796658779	9.34027243	17.77760106	15.06739094	11.49039218	6.555598668	14.15136799	10.02401914	26.96509059	9.26801854	12.17041315	21.35793381	6.100432607	7.880145573	3.707702643	7.97518067	4.053249076	1.492938338	2.869721078	13.17471068
ENSMMUG00000030533	-2.029245858	SLC25A16	ENSG00000122912	3.12114759	9.255295814	0.002348154	0.029637841	NA	8034	"solute carrier family 25 (mitochondrial carrier), member 16 [Source:HGNC Symbol;Acc:HGNC:10986]"	9.770131311	4.368660995	25.38424959	8.334555311	4.971385599	9.675527466	16.83856144	8.195008167	11.07335241	11.23817966	9.722829389	5.279297494	5.657793249	3.627530231	11.02728037	8.00357177	7.725163783	8.385654282	9.453189593	6.058374798	3.654776068	2.461516125	5.935547301	16.20524613	3.383806368	3.790065196	3.115930437	2.733829899	3.249110504	1.583932454	1.437741785	7.420632326
ENSMMUG00000004788	-2.023755622	MAN1C1	ENSG00000117643	3.625760615	8.088340196	0.004455094	0.049032877	NA	57134	"mannosidase, alpha, class 1C, member 1 [Source:HGNC Symbol;Acc:HGNC:19080]"	8.816209351	9.456359789	8.738996936	11.93231116	5.98132885	9.306367669	0	9.463499799	9.075031037	8.108683671	8.945620194	11.12330976	6.905835877	7.059051897	6.803839116	5.709194148	9.403339513	6.579919904	6.828879757	7.672780289	9.149554193	7.784380207	5.984065526	2.717853359	5.139001132	2.257981769	6.645270521	0.880056425	2.761914575	1.104759611	2.068264049	6.515267996
ENSMMUG00000000688	-1.999752236	CD96	ENSG00000153283	4.900532097	11.59681367	0.000660649	0.010764825	706836	10225	CD96 molecule [Source:HGNC Symbol;Acc:HGNC:16892]	16.20113676	9.272640066	15.59957723	10.70734336	24.53327146	30.80498249	29.97586313	16.49167032	55.23343344	10.07602227	16.34640354	19.84307076	5.893241579	6.082655061	36.75910763	14.09220943	15.05680359	5.487979605	47.77317825	12.96063773	20.64020807	18.04881335	23.82245291	10.50266189	20.79377421	3.63122034	5.468999991	6.025831207	9.805753185	2.241302396	0.762914661	16.81962521
ENSMMUG00000030742	-1.996816115	CYSLTR2	ENSG00000152207	4.397525799	15.08647182	0.000102697	0.00223698	705450	57105	cysteinyl leukotriene receptor 2 [Source:HGNC Symbol;Acc:HGNC:18274]	8.579012028	4.805196427	8.359065406	6.681724329	9.086955844	10.85064318	22.19314931	7.425900249	18.38837952	8.055578942	8.469038717	5.834013172	3.154302869	4.160368605	13.88337864	8.996654557	6.815302131	3.305981587	13.55217968	8.502492616	4.865269164	4.370964648	4.33198451	3.325189428	4.694570304	2.150749483	4.724739651	2.864062724	2.292587103	2.081511811	1.159402426	6.983043678
ENSMMUG00000023649	-1.985374003	DNAJC1	ENSG00000136770	6.836968928	24.30913771	8.20E-07	3.22E-05	704151	64215	Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:F7GZD6]	40.27048929	65.91603026	91.47176739	121.6338273	57.6873793	98.39038729	122.6456899	42.08952592	60.14227964	42.81306253	63.02915495	45.3780393	54.20373446	74.15460693	96.78970927	68.07133155	39.79295904	40.00364163	93.80553435	39.92955024	41.14740534	35.43344859	41.11652628	58.91320971	50.348241	37.56580154	34.88213149	25.31742906	20.32389596	7.658236525	12.16497054	55.33536139
ENSMMUG00000028947	-1.982223921	CFD	ENSG00000274619	7.185845767	13.19094197	0.000281305	0.005318966	721138	1675	complement factor D (adipsin) [Source:HGNC Symbol;Acc:HGNC:2771]	228.3054223	496.5969356	91.64498493	86.26096031	88.87307795	177.5917857	153.701386	407.9929419	98.03607997	145.0863899	149.393888	287.1775397	545.428033	178.6128916	148.7530097	113.7201207	335.2391962	309.5278306	152.6693582	199.0859466	129.8722668	126.7553425	182.6733999	141.2800573	289.2467608	28.06980593	214.4881138	57.35801599	11.4093765	40.81076426	52.87350713	183.9713767
ENSMMUG00000020465	-1.982205503	PPP2R2B	ENSG00000156475	4.016903259	12.23740667	0.000468409	0.008082956	706988	5521	Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B  [Source:UniProtKB/TrEMBL;Acc:F6VLZ3]	3.768649917	6.911790737	5.329612481	18.16731699	9.083469326	10.01156192	12.57129269	6.152638334	10.49101957	5.585835168	7.997630032	3.870337	4.424339477	0	11.59543307	4.726862088	2.71443006	3.177865561	14.07380693	2.692946103	7.419806285	7.632223441	10.47267851	0	8.110669215	4.31745027	3.795515755	3.33007898	1.855191765	0.786047197	1.751313679	6.160672751
